ticker,model,accuracy,sharpe,max_drawdown,win_rate,status,error,train_samples,test_samples,period,test_type
NVDA,ensemble_xgb_heavy_30_70,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2023-01-01 to 2023-12-31,regime_recovery_2023
JPM,xgb,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2023-01-01 to 2023-12-31,regime_recovery_2023
JPM,lstm_small,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2023-01-01 to 2023-12-31,regime_recovery_2023
JPM,ensemble_equal_50_50,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2023-01-01 to 2023-12-31,regime_recovery_2023
JPM,ensemble_lstm_heavy_70_30,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2023-01-01 to 2023-12-31,regime_recovery_2023
JPM,ensemble_xgb_heavy_30_70,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2023-01-01 to 2023-12-31,regime_recovery_2023
XOM,xgb,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2023-01-01 to 2023-12-31,regime_recovery_2023
XOM,lstm_small,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2023-01-01 to 2023-12-31,regime_recovery_2023
XOM,ensemble_equal_50_50,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2023-01-01 to 2023-12-31,regime_recovery_2023
XOM,ensemble_lstm_heavy_70_30,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2023-01-01 to 2023-12-31,regime_recovery_2023
XOM,ensemble_xgb_heavy_30_70,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2023-01-01 to 2023-12-31,regime_recovery_2023
AAPL,xgb,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2024-01-01 to 2024-12-31,regime_current_2024
AAPL,lstm_small,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2024-01-01 to 2024-12-31,regime_current_2024
AAPL,ensemble_equal_50_50,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2024-01-01 to 2024-12-31,regime_current_2024
AAPL,ensemble_lstm_heavy_70_30,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2024-01-01 to 2024-12-31,regime_current_2024
AAPL,ensemble_xgb_heavy_30_70,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2024-01-01 to 2024-12-31,regime_current_2024
MSFT,xgb,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2024-01-01 to 2024-12-31,regime_current_2024
MSFT,lstm_small,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2024-01-01 to 2024-12-31,regime_current_2024
MSFT,ensemble_equal_50_50,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2024-01-01 to 2024-12-31,regime_current_2024
MSFT,ensemble_lstm_heavy_70_30,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2024-01-01 to 2024-12-31,regime_current_2024
MSFT,ensemble_xgb_heavy_30_70,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2024-01-01 to 2024-12-31,regime_current_2024
NVDA,xgb,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2024-01-01 to 2024-12-31,regime_current_2024
NVDA,lstm_small,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2024-01-01 to 2024-12-31,regime_current_2024
